-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     300.0000      21.9404       29.7336       7.6918        73.4724       0.0438        -0.1468       
     600.0000      35.0473       38.3304       -17.3558      92.8102       8.6406        -25.1944      
     800.0000      42.0422       46.0702       -37.0458      103.8950      16.3805       -44.8844      
     1000.0000     47.1131       55.0175       -58.8391      113.8566      25.3278       -66.6777      
     1200.0000     50.8010       64.8239       -82.5192      122.7859      35.1342       -90.3578      
     1400.0000     53.6447       75.2817       -107.8952     130.8407      45.5919       -115.7339     
     1600.0000     55.7516       86.2327       -134.8058     138.1491      56.5429       -142.6444     
     1800.0000     57.2291       97.5404       -163.1115     144.8066      67.8506       -170.9502     
     2000.0000     58.1846       109.0895      -192.6902     150.8898      79.3998       -200.5288     
     2200.0000     58.7254       120.7865      -223.4335     156.4637      91.0968       -231.2722     
     2400.0000     58.9592       132.5592      -255.2455     161.5853      102.8695      -263.0841     
     2600.0000     58.9931       144.3569      -288.0410     166.3069      114.6671      -295.8796     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE IC4H7O
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 7.0000
     O 1.0000
   Formation Enthalpy at 298K =          13.9065 kcal/mol
   Formation Free Gibbs Energy at 298K = -10.0939 kcal/mol
   Molecular Weight =                    71.0990 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      23.7693       13.9539       -10.2551      80.6967       0.0474        -0.1612       
     600.0000      37.4185       23.2740       -37.7368      101.6845      9.3675        -27.6429      
     800.0000      43.7440       31.4216       -59.2669      113.3606      17.5152       -49.1730      
     1000.0000     48.4108       40.6611       -82.9888      123.6499      26.7547       -72.8949      
     1200.0000     51.8347       50.7032       -108.6506     132.7949      36.7968       -98.5567      
     1400.0000     54.3660       61.3361       -136.0432     140.9852      47.4296       -125.9493     
     1600.0000     56.2739       72.4062       -164.9912     148.3734      58.4998       -154.8973     
     1800.0000     57.8376       83.8227       -195.3482     155.0949      69.9162       -185.2543     
     2000.0000     59.1058       95.5216       -226.9919     161.2568      81.6151       -216.8980     
     2200.0000     60.1232       107.4483      -259.8190     166.9397      93.5419       -249.7251     
     2400.0000     60.9312       119.5569      -293.7401     172.2071      105.6505      -283.6462     
     2600.0000     61.5671       131.8093      -328.6776     177.1103      117.9029      -318.5837     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE C4H8-1
 ====================================================================================================
   Elemental Composition:
     C 4.0000
     H 8.0000
   Formation Enthalpy at 298K =          -0.1131 kcal/mol
   Formation Free Gibbs Energy at 298K = -22.0458 kcal/mol
   Molecular Weight =                    56.1080 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      20.5895       -0.0720       -22.1931      73.7370       0.0411        -0.1473       
     600.0000      35.2314       8.4586        -47.2581      92.8612       8.5717        -25.2123      
     800.0000      41.9768       16.2127       -66.9619      103.9682      16.3258       -44.9161      
     1000.0000     46.9945       25.1344       -88.7671      113.9016      25.2475       -66.7213      
     1200.0000     50.7487       34.9265       -112.4547     122.8177      35.0396       -90.4089      
     1400.0000     53.5875       45.3736       -137.8363     130.8642      45.4866       -115.7905     
     1600.0000     55.6867       56.3079       -164.7504     138.1614      56.4210       -142.7046     
     1800.0000     57.3996       67.6225       -193.0585     144.8228      67.7356       -171.0128     
